OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
406361806,DIGNITY HOSPICE,550004764,Parent Facility,9650 Business Center Dr,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-05-29,Home Health Agency/Hospice,Hospice,34.09810000,-117.59459000
406361807,"MARY OF JOY HOSPICE, INC.",550004763,Parent Facility,4706 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-06-20,Home Health Agency/Hospice,Hospice,34.06155000,-117.70229000
406361813,"AMALFI HOSPICE CARE, INC.",550004888,Parent Facility,9087 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-08-20,Home Health Agency/Hospice,Hospice,34.09931000,-117.60694000
406361818,CHERRY BLOSSOM HOSPICE,550003873,Parent Facility,536 Barstow Rd,Barstow,92311,36,San Bernardino,Not Applicable,,Open,2019-04-13,Home Health Agency/Hospice,Hospice,34.89383000,-117.02295000
406361841,"NEIGHBORHOOD HOSPICE CARE, INC.",550004704,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-05-16,Home Health Agency/Hospice,Hospice,34.10105000,-117.66909000
406361873,"NEWLINE HOME HEALTH AND PALLIATIVE CARE, INC.",550004833,Parent Facility,827 N La Cadena Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-07-19,Home Health Agency/Hospice,Home Health Agency,34.07376000,-117.32294000
406361899,BETA HOME HEALTH CARE INC,550004961,Parent Facility,1525 N D St,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2019-09-26,Home Health Agency/Hospice,Home Health Agency,34.12744000,-117.29189000
406361903,"RDA HOME HEALTH SERVICES, INC.",550004891,Parent Facility,2130 N Arrowhead Ave,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2019-08-22,Home Health Agency/Hospice,Home Health Agency,34.13448000,-117.28968000
406361920,ALLY HOSPICE,550004965,Parent Facility,202 E Airport Dr,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2019-09-16,Home Health Agency/Hospice,Hospice,34.06737000,-117.28361000
406361926,"D'ALEXANDRIA HOSPICE, INC.",550004945,Parent Facility,9087 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-09-11,Home Health Agency/Hospice,Hospice,34.09931000,-117.60694000
406361929,"KATTLEYA HOSPICE AND PALLIATIVE CARE, INC.",550004950,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-07-25,Home Health Agency/Hospice,Hospice,34.08130000,-117.69676000
406361930,BETA HOSPICE CARE INC,550004949,Parent Facility,1525 N D St,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2019-09-26,Home Health Agency/Hospice,Hospice,34.12744000,-117.29189000
406361939,ARROWHEAD HOSPICE INC,550003789,Parent Facility,505 N Arrowhead Ave,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2018-10-17,Home Health Agency/Hospice,Hospice,34.10905000,-117.28961000
406361969,SIMA CORPORATE GROUP,550005028,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-10-10,Home Health Agency/Hospice,Home Health Agency,34.08146000,-117.69538000
406362042,HI-DESERT HOME HEALTH SERVICES,240000246,Parent Facility,6601 White Feather Rd,Joshua Tree,92252,36,San Bernardino,Not Applicable,,Open,2018-11-20,Home Health Agency/Hospice,Home Health Agency,34.13261000,-116.27667000
406362061,"DESERT VIEW HOSPICE, INC.",550005141,Parent Facility,15402 W Sage St,Victorville,92392,36,San Bernardino,Not Applicable,,Open,2019-11-13,Home Health Agency/Hospice,Hospice,34.51210000,-117.32804000
406362148,VNA HOSPICE & PALLIATIVE CARE OF SOUTHERN CA,550002655,Parent Facility,1317 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-09-20,Home Health Agency/Hospice,Hospice,34.10715000,-117.67359000
406362185,"AZURE HOSPICE CARE, INC.",550004543,Parent Facility,4700 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-01-17,Home Health Agency/Hospice,Hospice,34.06155000,-117.70238000
406362200,EMO HOME HEALTHCARE INC,550005122,Parent Facility,1264 S Waterman Ave,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2019-10-04,Home Health Agency/Hospice,Home Health Agency,34.07852000,-117.27885000
406362208,FIRST AID HEALTH CARE INC,550005243,Parent Facility,869 E Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-09-30,Home Health Agency/Hospice,Home Health Agency,34.10829000,-117.63935000
406362226,"ABBOT HOSPICE, INC.",550004612,Parent Facility,11010 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2019-02-25,Home Health Agency/Hospice,Hospice,34.09986000,-117.56368000
406362231,"DEL ROSA HOSPICE AND PALLIATIVE CARE, INC.",550005221,Parent Facility,2601 del Rosa Ave,San Bernardino,92404,36,San Bernardino,Not Applicable,,Open,2020-01-13,Home Health Agency/Hospice,Hospice,34.14008000,-117.25237000
406362498,EUPHORIA HOME HEALTH INC,550005335,Parent Facility,1274 S Waterman Ave,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2020-02-06,Home Health Agency/Hospice,Home Health Agency,34.07844000,-117.27926000
406362532,TREE OF XENIA PALLIATIVE & HOSPICE CARE,550005330,Parent Facility,9121 Haven Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2020-02-10,Home Health Agency/Hospice,Hospice,34.08803000,-117.57526000
406362558,JMDK HEALTHCARE LLC,550005354,Parent Facility,337 N Vineyard Ave,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2020-03-04,Home Health Agency/Hospice,Hospice,34.06685000,-117.61153000
406362611,"CRESTLINE HOME HEALTH, INC.",550004609,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-03-13,Home Health Agency/Hospice,Home Health Agency,34.10104000,-117.66909000
406362614,COLORADO RIVER HOME HEALTH,550004837,Parent Facility,1406 Bailey Ave,Needles,92363,36,San Bernardino,Not Applicable,,Open,2019-08-01,Home Health Agency/Hospice,Home Health Agency,34.83268000,-114.61953000
406362623,SMART CHOICE HOSPICE CARE,550003253,Parent Facility,820 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-08-27,Home Health Agency/Hospice,Hospice,34.10406000,-117.67015000
406362626,"BELLVIEW HOSPICE CARE, INC.",550003788,Parent Facility,255 N D St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2016-10-19,Home Health Agency/Hospice,Hospice,34.10370000,-117.29148000
406362628,HIGH STANDARD HOSPICE,550004551,Parent Facility,4710 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-01-24,Home Health Agency/Hospice,Hospice,34.06155000,-117.70223000
406362629,DIVINE ANGELS HOSPICE,550004557,Parent Facility,4712 Brooks St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-01-24,Home Health Agency/Hospice,Hospice,34.06155000,-117.70220000
406362630,"AMAZING GRACE HOSPICE, INC.",550004539,Parent Facility,9892 I Ave,Hesperia,92345,36,San Bernardino,Not Applicable,,Open,2019-01-24,Home Health Agency/Hospice,Hospice,34.43158000,-117.28068000
406362632,"HOLISTIC HOSPICE CARE, INC.",550004528,Parent Facility,341 W 2nd St,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2019-01-02,Home Health Agency/Hospice,Hospice,34.10236000,-117.29026000
406362637,"WETHERBY HOSPICE CARE, INC.",550004825,Parent Facility,167 N 3rd Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-04-02,Home Health Agency/Hospice,Hospice,34.09561000,-117.64749000
406362641,"ARCHANGEL HOSPICE, LLC",550005044,Parent Facility,56970 Yucca Trl,Yucca Valley,92284,36,San Bernardino,Not Applicable,,Open,2019-10-10,Home Health Agency/Hospice,Hospice,34.12094000,-116.42097000
406362655,"AFFIRM HOSPICE CARE, INC.",550005048,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2019-10-18,Home Health Agency/Hospice,Hospice,34.08178000,-117.69538000
406364019,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",240000267,Parent Facility,1455 Auto Center Dr,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2009-12-01,Home Health Agency/Hospice,Home Health Agency,34.04694000,-117.54580000
406364134,REDLANDS COMMUNITY HOSP HOME HEALTH CARE SERVICES,240000543,Parent Facility,350 TERRACINA BLVD,REDLANDS,92373,36,San Bernardino,Not Applicable,,Open,1994-03-10,Home Health Agency/Hospice,Home Health Agency,34.03697500,-117.20445100
406364152,"MAXIM HEALTHCARE SERVICES, INC.",240000503,Parent Facility,560 E Hospitality Ln,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2017-05-23,Home Health Agency/Hospice,Home Health Agency,34.06630000,-117.27385000
406364155,AGAPE HOME CARE,240000582,Parent Facility,99 N San Antonio Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2019-01-16,Home Health Agency/Hospice,Home Health Agency,34.09506000,-117.66078000
406364166,QUALITY HOME HEALTH AGENCY,240000607,Parent Facility,4375 E Lowell St,Ontario,91761,36,San Bernardino,Not Applicable,,Open,1995-08-10,Home Health Agency/Hospice,Home Health Agency,34.05187000,-117.55680000
406364169,CARE ESSENTIALS HOME HEALTH,240000615,Parent Facility,22573 Barton Rd,Grand Terrace,92313,36,San Bernardino,Not Applicable,,Open,2019-07-15,Home Health Agency/Hospice,Home Health Agency,34.03390000,-117.31202000
406364189,"ADEPT HOME HEALTH SERVICES, INC.",240000655,Parent Facility,818 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2018-10-15,Home Health Agency/Hospice,Home Health Agency,34.10424000,-117.67018000
406364213,KANDDID HEALTHCARE INC,240000709,Parent Facility,9161 Sierra Ave,Fontana,92335,36,San Bernardino,Not Applicable,,Open,2012-10-23,Home Health Agency/Hospice,Home Health Agency,34.08729310,-117.43568930
406364219,COMMUNITY HOSPICE OF VICTOR VALLEY,080000721,Parent Facility,16147 Kamana Rd,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,1996-12-16,Home Health Agency/Hospice,Hospice,34.54475000,-117.26929000
406364230,COMMUNITY HOME HEALTH,240000749,Parent Facility,348 W Hospitality Ln,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2014-06-04,Home Health Agency/Hospice,Home Health Agency,34.06597000,-117.28990000
406364232,HI-DESERT HOME HEALTH SERVICES - HOSPICE,080000726,Parent Facility,6601 White Feather Rd,Joshua Tree,92252,36,San Bernardino,Not Applicable,,Open,2018-08-28,Home Health Agency/Hospice,Hospice,34.13264000,-116.27667000
406364234,"HOME HEALTH CARE SOLUTIONS, INC.",550000495,Parent Facility,9007 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2011-04-19,Home Health Agency/Hospice,Home Health Agency,34.09930000,-117.60795000
406364245,"PRIORITY ONE HOME HEALTH SERVICES, INC.",240000768,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2000-08-09,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69700000
406364249,"ALLIED PROFESSIONAL NURSING CARE, INC.",240000818,Parent Facility,2345 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2001-01-17,Home Health Agency/Hospice,Home Health Agency,34.10688940,-117.69655570
406364250,CORAM CVS/SPECIALTY INFUSION SERVICES - PARENT,240000748,Parent Facility,4355 E Lowell St,Ontario,91761,36,San Bernardino,Not Applicable,,Open,1999-06-29,Home Health Agency/Hospice,Home Health Agency,34.05188680,-117.55921120
406364251,GENUS HOME CARE INC,240000820,Parent Facility,1476 W 9TH ST,UPLAND,91786,36,San Bernardino,Not Applicable,,Open,2009-04-14,Home Health Agency/Hospice,Home Health Agency,34.09598960,-117.67729220
406364254,KINDRED HOSPICE,080000736,Parent Facility,735 Carnegie Dr,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2015-11-05,Home Health Agency/Hospice,Hospice,34.06898000,-117.26944000
406364255,"JAMECO HOME HEALTH AGENCY, INC.",240000830,Parent Facility,2335 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2015-01-09,Home Health Agency/Hospice,Home Health Agency,34.10683000,-117.69693000
406364275,STAR HOME HEALTH SERVICES INCORPORATED,240000856,Parent Facility,8900 Benson Ave,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2003-06-25,Home Health Agency/Hospice,Home Health Agency,34.09228000,-117.68099000
406364285,PACIFIC HOSPICE,080000790,Parent Facility,1998 N Arrowhead Ave,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2004-05-20,Home Health Agency/Hospice,Hospice,34.13334000,-117.28968000
406364290,"A' S HOME HEALTH CARE , INC.",240000869,Parent Facility,11030 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2017-08-25,Home Health Agency/Hospice,Home Health Agency,34.09916000,-117.56404000
406364292,"EXCELLENCE HOME HEALTH CARE AGENCY, INC.",240000872,Parent Facility,11760 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2014-06-12,Home Health Agency/Hospice,Home Health Agency,34.03889000,-117.68961000
406364293,ST. MARTIN HOME HEALTHCARE,240000873,Parent Facility,13791 Roswell Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2004-06-21,Home Health Agency/Hospice,Home Health Agency,34.00222000,-117.72173000
406364294,"A AND E HOME HEALTH SERVICES, INC.",240000870,Parent Facility,2377 W Foothill Blvd,Upland,91786,36,San Bernardino,Not Applicable,,Open,2004-06-21,Home Health Agency/Hospice,Home Health Agency,34.10683000,-117.69784000
406364295,"RC HOME HEALTHCARE , INC.",240000874,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2004-06-28,Home Health Agency/Hospice,Home Health Agency,34.10118000,-117.67015000
406364296,"EXCEL CARE HOME HEALTH SERVICES, INC.",240000871,Parent Facility,222 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2004-07-12,Home Health Agency/Hospice,Home Health Agency,34.09661000,-117.67006000
406364304,VANURA HOME HEALTH SERVICES INC,240000846,Parent Facility,8213 Rochester Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2012-01-23,Home Health Agency/Hospice,Home Health Agency,34.10408000,-117.54568000
406364313,VISITING HOME NURSES INC.,240000662,Parent Facility,8273 White Oak Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2005-08-26,Home Health Agency/Hospice,Home Health Agency,34.10314000,-117.56418000
406364317,"ANGELICARE HOME HEALTH, INC.",550001457,Parent Facility,12958 Central Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2017-06-28,Home Health Agency/Hospice,Home Health Agency,34.01791000,-117.68944000
406364318,"EXCELLENT CARE HOME HEALTH SERVICES, INC.",240000852,Parent Facility,9037 Arrow Rte,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2015-08-17,Home Health Agency/Hospice,Home Health Agency,34.09931000,-117.60859000
406364319,COMPASSUS HOSPICE COLTON,080000781,Parent Facility,1461 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2006-04-17,Home Health Agency/Hospice,Hospice,34.05468000,-117.30435000
406364320,"METRO CARE HOME HEALTH SERVICES, INC.",550000203,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2017-04-14,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69693000
406364321,CHARTER HOSPICE,550000224,Parent Facility,1007 E Cooley Dr,Colton,92324,36,San Bernardino,Not Applicable,,Open,2019-08-01,Home Health Agency/Hospice,Hospice,34.05461000,-117.31117000
406364322,"ALLCARE HEALTH SERVICES, INC.",550000223,Parent Facility,360 S Milliken Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2010-06-15,Home Health Agency/Hospice,Home Health Agency,34.05968000,-117.55829000
406364325,"FLOWER HOME HEALTH, INC.",550000194,Parent Facility,8560 VINEYARD AVE,RANCHO CUCAMONGA,91730,36,San Bernardino,Not Applicable,,Open,2019-03-19,Home Health Agency/Hospice,Home Health Agency,34.09843570,-117.61205540
406364327,"COMMUNITY HOSPICE SERVICES, INC.",550000270,Parent Facility,8273 White Oak Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2006-12-04,Home Health Agency/Hospice,Hospice,34.10314000,-117.56418000
406364331,GOOD HOPE HOME HEALTH,240000641,Parent Facility,484 E FOOTHILL BLVD,UPLAND,91786,36,San Bernardino,Not Applicable,,Open,2006-12-01,Home Health Agency/Hospice,Home Health Agency,34.10665600,-117.64448700
406364334,"SUPERIOR HOME HEALTH CARE SERVICES, INC.",550000353,Parent Facility,555 N Benson Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2013-11-27,Home Health Agency/Hospice,Home Health Agency,34.10021470,-117.68157400
406364336,STAR MED HOME HEALTH CARE,550000448,Parent Facility,10535 Foothill Blvd,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2007-03-28,Home Health Agency/Hospice,Home Health Agency,34.10636000,-117.57491000
406364337,QUALITY FIRST HOME HEALTH CARE,550000449,Parent Facility,600 N Mountain Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2007-03-07,Home Health Agency/Hospice,Home Health Agency,34.10118000,-117.67015000
406364338,"IN HOME  HEALTHCARE, INC.",550000451,Parent Facility,1280 E COOLEY DR,COLTON,92324,36,San Bernardino,Not Applicable,,Open,2009-03-22,Home Health Agency/Hospice,Home Health Agency,34.05421610,-117.30699630
406364339,"PLEXUS HEALTHCARE, INC.",550000450,Parent Facility,7365 Carnelian St,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2010-03-22,Home Health Agency/Hospice,Home Health Agency,34.12036900,-117.61476870
406364342,"AMERIHEALTH HOSPICE PROVIDER, INC.",550000494,Parent Facility,1323 W Colton Ave,Redlands,92374,36,San Bernardino,Not Applicable,,Open,2015-03-02,Home Health Agency/Hospice,Hospice,34.06285000,-117.20264000
406364346,"ETHICAL HOME HEALTH CARE, INC.",240000670,Parent Facility,550 N Euclid Ave,Upland,91786,36,San Bernardino,Not Applicable,,Open,2007-03-21,Home Health Agency/Hospice,Home Health Agency,34.10030000,-117.65098000
406364347,IMPERIAL HOME HEALTH,550000506,Parent Facility,16484 Victor St,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2019-01-19,Home Health Agency/Hospice,Home Health Agency,34.52175000,-117.30439000
406364348,"GREEN VALLEY HOME HEALTH SERVICES, INC.",240000867,Parent Facility,19031 US Highway 18,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2007-01-10,Home Health Agency/Hospice,Home Health Agency,34.53674000,-117.24881000
406364350,INLAND HOME HEALTH PROVIDERS INC,240000862,Parent Facility,9221 Archibald Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2007-06-09,Home Health Agency/Hospice,Home Health Agency,34.08580000,-117.59341000
406364351,CARDINAL HOME HEALTH CARE,550000533,Parent Facility,226 W E St,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2019-01-25,Home Health Agency/Hospice,Home Health Agency,34.06824000,-117.65341000
406364352,ST. GRACE HOSPICE INC,550000548,Parent Facility,904 W 9th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2009-11-12,Home Health Agency/Hospice,Hospice,34.09597000,-117.66337000
406364356,INLAND VALLEY HOME HEALTH AGENCY,550000537,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2007-06-18,Home Health Agency/Hospice,Home Health Agency,34.08147000,-117.69542000
406364357,ST. BERNARDINE CARE PROVIDERS INC.,550000591,Parent Facility,18064 Wika Rd,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2012-07-30,Home Health Agency/Hospice,Home Health Agency,34.54068000,-117.26964000
406364362,GENTIVA HOSPICE - BRANCH,080000736,Branch,17290 Jasmine St,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2008-02-25,Home Health Agency/Hospice,Hospice,34.47496000,-117.28574000
406364363,VNA HOSPICE AND PALLIATIVE CARE OF SOUTHERN CALIFORNIA,980000547,Branch,412 E Vanderbilt Way,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2008-02-22,Home Health Agency/Hospice,Home Health Agency,34.06876000,-117.27662000
406364364,"TRIUNE HOME HEALTH PROVIDER, INC.",550000507,Parent Facility,6030 Riverside Dr,Chino,91710,36,San Bernardino,Not Applicable,,Open,2007-10-26,Home Health Agency/Hospice,Home Health Agency,34.01919000,-117.67340000
406364369,"OUR LADY OF LOURDES HOME HEALTH, INC.",550000749,Parent Facility,8560 Vineyard Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2010-05-06,Home Health Agency/Hospice,Home Health Agency,34.09818000,-117.61113000
406364372,INLAND VALLEY HOSPICE CARE,550000776,Parent Facility,19167 US Highway 18,Apple Valley,92307,36,San Bernardino,Not Applicable,,Open,2014-11-03,Home Health Agency/Hospice,Hospice,34.53657000,-117.24589000
406364373,"DELTA HOSPICE OF CA.,INC.",550000365,Parent Facility,14726 Ramona Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2016-12-20,Home Health Agency/Hospice,Hospice,33.98582000,-117.70648000
406364377,"ANGELS ON EARTH HOME HEALTH, INC.",550000773,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2008-07-03,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69700000
406364378,ALLIED HOME HEALTH CARE CORPORATION,550000766,Parent Facility,15320 Fairfield Ranch Rd,Chino Hills,91709,36,San Bernardino,Not Applicable,,Open,2017-06-29,Home Health Agency/Hospice,Home Health Agency,33.97311000,-117.69189000
406364379,GENUS HOME CARE OF SAN BERNARDINO,550000730,Parent Facility,515 N Mountain View Ave,San Bernardino,92401,36,San Bernardino,Not Applicable,,Open,2019-04-18,Home Health Agency/Hospice,Home Health Agency,34.10857000,-117.28737000
406364380,"NOVA HOME HEALTH, INC.",550000807,Parent Facility,1551 W 13th St,Upland,91786,36,San Bernardino,Not Applicable,,Open,2008-10-28,Home Health Agency/Hospice,Home Health Agency,34.11054000,-117.67973000
406364381,BRIGHT CARE HOME HEALTH PROVIDER,550000863,Parent Facility,1131 W 6th St,Ontario,91762,36,San Bernardino,Not Applicable,,Open,2008-06-26,Home Health Agency/Hospice,Home Health Agency,34.08510000,-117.67096000
406364383,OPTIMA CARE HOME HEALTH SERVICES INC,550000785,Parent Facility,8880 Benson Ave,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2010-05-28,Home Health Agency/Hospice,Home Health Agency,34.09254000,-117.68096000
406364384,"BRIO HOME HEALTH SERVICES, INC",550000800,Parent Facility,14712 Pipeline Ave,Chino Hills,91709,36,San Bernardino,Not Applicable,,Open,2011-05-08,Home Health Agency/Hospice,Home Health Agency,33.98571000,-117.71512000
406364385,"L & L HOME HEALTHCARE SERVICES, INC",550000794,Parent Facility,13505 Yorba Ave,Chino,91710,36,San Bernardino,Not Applicable,,Open,2008-05-29,Home Health Agency/Hospice,Home Health Agency,34.00774000,-117.70222000
406364386,"GRAPEVINE HOME HEALTH SERVICES, INC.",550000797,Parent Facility,8459 White Oak Ave,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2014-08-05,Home Health Agency/Hospice,Home Health Agency,34.09915000,-117.56503000
406364387,GRACE HOME HEALTH NURSING SERVICES,550000909,Parent Facility,6101 Cherry Ave,Fontana,92336,36,San Bernardino,Not Applicable,,Open,2009-01-23,Home Health Agency/Hospice,Home Health Agency,34.14163000,-117.48835000
406364394,VERDUGO HOSPICE CARE CENTER,980001442,Branch,8316 RED OAK AVE,RANCHO CUCAMONGA,91730,36,San Bernardino,Not Applicable,,Open,2009-04-08,Home Health Agency/Hospice,Hospice,34.10250070,-117.56991310
406364397,CAVALRY HOME HEALTH CARE INC.,550001144,Parent Facility,225 W Hospitality Ln,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2016-11-30,Home Health Agency/Hospice,Home Health Agency,34.06582000,-117.28820000
406364398,RELIANT HOME HEALTHCARE SERVICES INC,550001136,Parent Facility,8880 Benson Ave,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2009-07-30,Home Health Agency/Hospice,Home Health Agency,34.09254000,-117.68096000
406364403,TEAM NURSING HOME HEALTH SERVICES INC,550001246,Parent Facility,1815 N D St,San Bernardino,92405,36,San Bernardino,Not Applicable,,Open,2010-03-05,Home Health Agency/Hospice,Home Health Agency,34.13169000,-117.29187000
406364404,SUNCREST HOME HEALTH SERVICES INC,550001263,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2010-03-03,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69693000
406364405,"UNITED NURSING SOLUTIONS, INC.",550001262,Parent Facility,12241 Industrial Blvd,Victorville,92395,36,San Bernardino,Not Applicable,,Open,2010-04-02,Home Health Agency/Hospice,Home Health Agency,34.47367000,-117.28287000
406364407,ALPHA HOME HEALTH,550001117,Parent Facility,3333 Concours,Ontario,91764,36,San Bernardino,Not Applicable,,Open,2010-01-09,Home Health Agency/Hospice,Home Health Agency,34.07483750,-117.57874450
406364408,"ALL AMERICANS CHOICE HOME HEALTH, INC.",550001304,Parent Facility,2619 S Waterman Ave,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2010-06-03,Home Health Agency/Hospice,Home Health Agency,34.05372000,-117.27869000
406364409,ST. MARY HIGH DESERT HOME HEALTH,550001300,Parent Facility,17081 Main St,Hesperia,92345,36,San Bernardino,Not Applicable,,Open,2018-06-04,Home Health Agency/Hospice,Home Health Agency,34.41987000,-117.29066000
406364410,"PREMIER HEALTHCARE SERVICES, LLC",550001286,Parent Facility,650 E Hospitality Ln,San Bernardino,92408,36,San Bernardino,Not Applicable,,Open,2011-05-10,Home Health Agency/Hospice,Home Health Agency,34.06587000,-117.27160000
406364411,BRIGHT HAVEN HOSPICE,550001395,Parent Facility,9631 Business Center Dr,Rancho Cucamonga,91730,36,San Bernardino,Not Applicable,,Open,2010-08-18,Home Health Agency/Hospice,Hospice,34.09807600,-117.59528300
406364412,ONE HEALTH CARE PROVIDER INC,550001392,Parent Facility,101 E Redlands Blvd,Redlands,92373,36,San Bernardino,Not Applicable,,Open,2014-11-26,Home Health Agency/Hospice,Home Health Agency,34.05732000,-117.18065000
406364413,BEST HOME HEALTH CARE INC,550001389,Parent Facility,1175 S Grove Ave,Ontario,91761,36,San Bernardino,Not Applicable,,Open,2019-08-13,Home Health Agency/Hospice,Home Health Agency,34.05044000,-117.62859000
406364414,THA HOME HEALTH CARE INC,550001307,Parent Facility,5050 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2010-05-25,Home Health Agency/Hospice,Home Health Agency,34.08178030,-117.69537760
406364416,ACES HOME HEALTHCARE SERVICES INC.,550000443,Parent Facility,4959 Palo Verde St,Montclair,91763,36,San Bernardino,Not Applicable,,Open,2010-06-14,Home Health Agency/Hospice,Home Health Agency,34.08130000,-117.69700000
